Business Name,Phone Number,Address,Website,Emails,Search Phrase Used,Profile Category
Bengaluru Study Center Tuitions,098454 32137,"Shree Saacha Sumtinath Jain Shwetambar Murtipujak Temple, Lakshmi Rd, Bheemanna Garden, Lakshmiamma Garden, Shanti Nagar, Bengaluru, Karnataka 560027, India",https://banglore-study-center.launchmy.site/,,Coaching Centers in Bangalore,Customer
Rita Academy Coaching Classes CBSE & ICSE | PUC Tuition Center,096866 65431,"648, 1st Floor, 17th 'C' Cross, Chinmaya Mission Hospital Rd, 2nd Stage, Stage 2, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560008, India",https://ritaacademy.com/,info@ritaacademy.com,Coaching Centers in Bangalore,Customer
"PRASAD'S BANKING SSC CAT & CDS COACHING INSTITUTION,BANGALORE",099867 72585,"2nd floor, krishna towers ,MTK road, Outer Ring Rd, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037, India",http://www.prasadsacademy.com/,mail@prasadsacademy.com,Coaching Centers in Bangalore,Customer
"SuccessEdge Academy - Best CA, CS, CMA and ACCA Institute in Bangalore",096329 71811,"44, S End Rd, opp. Bharathi Nursing Home, next to Garadi Apartments, Tata Silk Farm, Basavanagudi, Branch, Bengaluru, Karnataka 560004, India",https://successedge.co/,"example@mysite.com, Successedgeteam@gmail.com",Coaching Centers in Bangalore,Customer
Dr. Bhatia's Medical Coaching Institute,099860 08632,"Bright Towers, 7th Cross Rd, Vinayaka Nagar, NGO Colony, Wilson Garden, Bengaluru, Karnataka 560027, India",https://dbmcibangalore.com/,,Coaching Centers in Bangalore,Customer
Pen Coaching Institute,095901 19011,"Patel Towers, 40, CBI Main Rd, next to St.Jude's Church, HMT Layout, Ganganagar, RT Nagar, Bengaluru, Karnataka 560032, India",,,Coaching Centers in Bangalore,Customer
"Vision Classes, Ulsoor | 9 to 12 Coaching, Tuition | PUC, CBSE, ICSE, State",080503 47084,"11/2, 2nd Floor, Cambridge Rd, near CANARA Bank/SBI, above Muthoot Finance, Halasuru, Udani Layout, Bengaluru, Karnataka 560008, India",,,Coaching Centers in Bangalore,Customer
NICT Computer Education - SR Nagar,080738 92797,"No.43, 4th Main Rd, Sampangi Rama Nagara, Sampangi Rama Nagar, Bengaluru, Karnataka 560027, India",https://nictcomputereducation.com/#/home,,Coaching Centers in Bangalore,Customer
CADD Nest Training Centre Basavanagudi,099721 77744,"16, 1st & 2nd Floor, Siddaiah Complex, Mount Joy Road, Bull Temple Rd, near Basavanagudi, Sunkenahalli, Gavipuram Extn, Basavanagudi, Bengaluru, Karnataka 560004, India",https://caddnest.org/,,Coaching Centers in Bangalore,Customer
Academy of Public Speaking| By Dirish Mohan,098866 56780,"24, Field Marshal Cariappa Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://dirishmohan.com/,dirishm@gmail.com,Coaching Centers in Bangalore,Customer
Wonderwell kids daycare and play home,074115 31010,"28, 7th Cross Rd, Cubbonpete, Nagarathpete, Bengaluru, Karnataka 560002, India",http://www.wonderwellkidsdaycare.com/,,Pre-schools and Play Schools in Bangalore,Customer
Growing Kidiz,099726 61596,"Anjana Towers, 446/39, 12th Cross Rd, Lakkasandra Extension, Wilson Garden, Bengaluru, Karnataka 560027, India",https://growingkidiz.com/,info@growingkidiz.com,Pre-schools and Play Schools in Bangalore,Customer
Kiddy's Play House,099808 28524,"Shop Number- 35/2 , Madhu Milan, Swastik Cross Road, Akkithimana Halli, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka 560027, India",https://kiddysplayhouse.in/,,Pre-schools and Play Schools in Bangalore,Customer
FOOTPRINT MONTESSORI,098809 33611,"1, Norris Rd, near Baldwin Girls' School, Richmond Town, Bengaluru, Karnataka 560025, India",http://www.footprintmontessori.in/,shivfootprint@rediffmail.com,Pre-schools and Play Schools in Bangalore,Customer
"Little Elly - Preschool In Victoria Layout, Bengaluru",094807 07299,"48, Linden St, behind Chaitanya Delicacy, Austin Town, Victoria Layout, Bengaluru, Karnataka 560047, India",https://preschool.littleelly.com/playschool-in-victoria-layout-bengaluru-karnataka,,Pre-schools and Play Schools in Bangalore,Customer
"EuroKids PreSchool in Rajajinagar, Bengaluru",070220 01000,"1035, Dr Rajkumar Rd, opp. to Honda service centre, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",https://www.eurokidsindia.com/preschool-in-bangalore/rajajinagar-2/?utm_source=google&utm_medium=organic&utm_id=gmb_listing,,Pre-schools and Play Schools in Bangalore,Customer
"Little Millennium Preschool - Wilson Garden, Bengaluru",080886 94166,"61/5, 2nd Main Rd, beside Jain temple, Vinayaka Nagar, 7th Cross, Wilson Garden, Bengaluru, Karnataka 560027, India",https://preschool.littlemillennium.com/little-millennium/preschool-in-bengaluru/preschool-in-Wilson-Garden/little-millennium-preschool-in-Wilson-Garden-bengaluru--5ejnmR/home,,Pre-schools and Play Schools in Bangalore,Customer
"EuroKids PreSchool in Koramangala, Bengaluru",098862 87085,"No. 73, 5th Block, 3rd Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.eurokidsindia.com/preschool-in-bangalore/koramangala/?utm_source=google&utm_medium=organic&utm_id=gmb_listing,indirantrivedi@gmail.com,Pre-schools and Play Schools in Bangalore,Customer
Little Berries Preschool Koramangala,091083 44372,"No 499, Krishnappa Layout, near Venkateshwara tempe, near NGV and petrol pump, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.thelittleberries.in/,,Pre-schools and Play Schools in Bangalore,Customer
SANFORD WINGS International Preschool-Nursery school| Play school| kindergarten| Daycare schools in INDIRANAGAR,078998 02367,"2289, 14th Main Rd, above HDFC Bank, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.sanfordwings.com/,contact.sanfordwings@gmail.com,Pre-schools and Play Schools in Bangalore,Customer
KIDZEE Preschool Wilson Garden,080955 25171,"390, 31, 5th Cross Rd, Vinayaka Nagar, NGO Colony, Wilson Garden, Bengaluru, Karnataka 560027, India",,,Pre-schools and Play Schools in Bangalore,Customer
"Yello Preschool and Daycare, Richmond Town",087489 95555,"#2, CJ D’Souza Road, Richmond Town Behind Devatha Plaza, Hayes Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://www.iamyello.com/,info@iamyello.com,Pre-schools and Play Schools in Bangalore,Customer
"EuroKids PreSchool in Indiranagar, Bangalore",099000 07292,"624, 11th Main Rd, behind Ramdev Medicals, off 80 Feet Road, 7th Cross, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.eurokidsindia.com/preschool-in-bangalore/indiranagar/?utm_source=google&utm_medium=organic&utm_id=gmb_listing,eurokidsindiranagar@gmail.com,Pre-schools and Play Schools in Bangalore,Customer
"Happy Hours Nursery School - Play School | Day Care | Nursery | Preschool in Halasuru, Bengaluru",080 2556 3664,"No 147, Halasuru, Udani Layout, Bengaluru, Karnataka 560008, India",https://www.happyhoursnursery.in/,,Pre-schools and Play Schools in Bangalore,Customer
Jain Toddlers - The Best Day Care & Pre-school in Basavanagudi,073489 55552,"No-26,Matru krupa,Market road, Tagore Circle, Krishna Rajendra Rd, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004, India",http://www.jaintoddlers.com/,,Pre-schools and Play Schools in Bangalore,Customer
"Little Elly - Preschool in Jayanagar, Bengaluru",096206 66146,"35/1, 10th D Main Rd, near Alpine Regency, 1st Block, Jayanagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011, India",https://preschool.littleelly.com/playschool-in-jayanagar-bengaluru-karnataka,"franchise@littleelly.com, enquiry@littleelly.com",Pre-schools and Play Schools in Bangalore,Customer
"Footprints: Play School & Day Care, Preschool Jayamahal Extension",074062 22118,"House No.33, Basavakrupa, Nandi Durga Rd, near IndusViva HealthSciences Pvt Ltd, Jayamahal Extension, Jayamahal, Bengaluru, Karnataka 560046, India",https://www.footprintseducation.in/pre-school-daycare-jayamahal-extension-bengaluru?utm_campaign=jayamahal-extension-bengaluru&utm_source=Google_Business_Listings&source=Google_Business_Listings&utm_medium=GBL,admin@footprintseducation.in,Pre-schools and Play Schools in Bangalore,Customer
Five Senses Montessori,098867 47509,"9th Main Rd, 248/17, 6th Cross Rd, near Malabar gold, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011, India",http://www.e5senses.com/,,Pre-schools and Play Schools in Bangalore,Customer
"EuroKids PreSchool in Jayanagar, Bengaluru",070229 78918,"03, 1st Cross Rd, Canara Bank Colony, LIC Colony, Jayanagar 4th Block East, Jayanagar, Bengaluru, Karnataka 560011, India",https://www.eurokidsindia.com/preschool-in-bangalore/jayanagar-3rd-block/?utm_source=google&utm_medium=organic&utm_id=gmb_listing,ek.3rdblkjayanagar@gmail.com,Pre-schools and Play Schools in Bangalore,Customer
Oxford Kids Preschool / House of Montessori,088848 88866,"659, 6th main, 4th Cross Rd, SBI Staff Colony, Hoshalli Extension, Stage 1, Vijayanagar, Bengaluru, Karnataka 560040, India",,,Pre-schools and Play Schools in Bangalore,Customer
Anusha Shetty Designs Luxury Atelier - Best Interior Designers in Bangalore | Best Luxury Interior Designers Bangalore,088614 16453,"362, 7th Cross Rd, 6th Block, 1st Block, Jayanagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011, India",http://www.anushashettydesigns.com/,marketing@anushashettydesigns.com,Interior Designers in Bangalore,Customer
The KariGhars - Best Interior Designer in Bangalore,070227 25656,"1st floor, 2798, 27th Main Rd, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.thekarighars.com/,support@thekarighars.com,Interior Designers in Bangalore,Customer
Homeitup Interior Design Studio – Best Interior Designers in Bangalore,099166 61624,"2nd Floor, 241, 9th Main Rd, 6th sector, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.homeitup.com/,,Interior Designers in Bangalore,Customer
Carafina Interior Designers,099000 35665,"Ground and First Floor, Invenger Towers, 2, 80 Feet Rd, next to Life Hospital, Half 3rd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560075, India",http://www.carafina.in/,,Interior Designers in Bangalore,Customer
Bhavana Interiors & Decorators - Residential and Commercial Interior Designers in Bangalore,099025 71049,"1st Floor, No.96, Dhruv Palace, 5, 4th Cross Navya Nagar Rd, Jakkur, Bengaluru, Karnataka 560064, India",https://www.bhavanainteriordecorators.com/bangalore/,info@bhavanainteriordecorators.com,Interior Designers in Bangalore,Customer
"Glamwood Interiors - Top Interior Designers in Bangalore, Marathahalli",090367 09253,"1st floor, XP62+JPP Anand arcade, 21/37, Service Rd, R.J.Gardens, Anand Nagar, Aswath Nagar, Marathahalli, Kalamandir, Bengaluru, Karnataka 560037, India",https://glamwoodinteriors.com/?utm_source=gmb&utm_medium=mgw,,Interior Designers in Bangalore,Customer
Asher Spaces - Interior Designers Company in Bangalore,080884 65321,"121/24, 3rd floor, 7th B Main, 30th Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India",https://www.asherspaces.com/,info@asherspaces.com,Interior Designers in Bangalore,Customer
WeDezine Studio,091119 59595,"11/1, 17th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560055, India",https://www.wedezinestudio.com/," info@wedezinestudio.com, info@wedezinestudio.com",Interior Designers in Bangalore,Customer
RAV Interiors | Best Interior Company in Bangalore,096069 99396,"72/1 Element, 32nd Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070, India",http://www.ravinteriors.com/,ravinteriorsbng@gmail.com,Interior Designers in Bangalore,Customer
WEA Designs Private Limited | Interior Designers in Bangalore,079960 60000,"119, 2nd Main Rd, KSRTC Layout, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://weadesign.com/?utm_source=GMB&utm_medium=Google+My+Business+website&utm_campaign=GMB+website,sales@weadesign.com,Interior Designers in Bangalore,Customer
De Panache Luxury Interiors - Interior Designers in Bangalore (Please take prior appointment by calling at our office number),096201 31348,"45, 7th B Cross, 4th B Block, A Complex, B.D, 16th B Main Rd, near Koramangala, KHB Block Koramangala, Koramangala 4-B Block, Koramangala Extension, Koramangala, Bengaluru, Karnataka 560034, India",https://depanache.in/?utm_source=google&utm_medium=business&utm_campaign=website,"careers@depanacheinteriors.com, info@depanacheinteriors.com",Interior Designers in Bangalore,Customer
Cee Bee Design Studio - Interior Designer in Bangalore,086973 06015,"Door No 18, 3rd B Cross Rd, Chandra Layout Extension II Stage, Domlur, Bengaluru, Karnataka 560071, India",https://www.ceebeedesignstudio.com/interior-designer-in-bangalore,"Sangeeta.ceebeedesignstudio@gmail.com, chitralekha@ceebeedesignstudio.com",Interior Designers in Bangalore,Customer
AK INTERIORS **+,098452 12289,"No: 3/2 , 6th Cross Next KEB office , Puttaswamy Road Prakash Nagar, Lakshminarayanapuram, Srirampura, Bengaluru, Karnataka 560021, India",http://www.akinteriors.in/,akinteriors77@yahoo.com,Interior Designers in Bangalore,Customer
BLUCAP INTERIORS,098452 64192,"9th Floor, Brigade Tower, 909, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://www.blucap.in/,interiors@blucap.in,Interior Designers in Bangalore,Customer
ARCANE STUDIO - Luxury Interiors in Bangalore I Premium Construction in Bangalore,078922 13690,"1st Floor, Om Shree, No. 32/4128, 26th Main Rd, beside OTP, Putlanpalya, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India",https://www.arcanestudio.in/,projects@arcanestudio.in,Interior Designers in Bangalore,Customer
BuildHii,098457 20720,"2nd Floor, No.267, 8th Main Rd, near 4th Cross Road, KSRTC Layout, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://buildhii.com/,info@buildhii.com,Interior Designers in Bangalore,Customer
Ace Interiors & Architects,098455 00234,"3rd floor, Brindavan, 129, 10th Cross Rd, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.aceinteriors.co/,info@aceinteriors.co,Interior Designers in Bangalore,Customer
S A CARPENTER AND INTERIOR DESIGN BANGALORE | Interior Designer in Bangalore | Custom Home Design,084313 79922,"no.1, Ground floor, 1st Cross, Subramanya Pura Rd, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070, India",https://sainteriors.in/,info@sainteriors.in,Interior Designers in Bangalore,Customer
Nesture Interior - Interior Designer In Bangalore,086180 80171,"K Mannyappa Garden, Ashirvad Colony, Horamavu, Bengaluru, Karnataka 560113, India",https://nestureinterior.com/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,tarunverma9990@gmail.com,Interior Designers in Bangalore,Customer
Bhumiputra Architecture,080 2222 8000,"SNC House, 7, Residency Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India",http://www.bhumi-putra.com/,"ashetty@bhumi-putra.com, careers@bhumi-putra.com, gopi@bhumi-putra.com",Architects in Bangalore,Customer
Kruti Architects,080 2222 0068,"302, 3rd Floor, Pride Hulkul, 116, Lal Bagh Main Rd, SGN Layout, Vinobha Nagar, Sudhama Nagar, Bengaluru, Karnataka 560027, India",http://www.kruti.in/,,Architects in Bangalore,Customer
Venkataramanan Associates,080 4030 3050,"10/2, O Shaughnessy Rd, Langford Gardens, Bengaluru, Karnataka 560025, India",http://www.vagroup.com/,,Architects in Bangalore,Customer
Kamat & Rozario Architecture,080 4851 4366,"37/12-1 Meanne Avenue Road, Tank Road Ulsoor, Bangalore Near Ulsoor Lake, Kensington Rd, behind A2B on, Sindhi Colony, Frazer Town, Bengaluru, Karnataka 560042, India",http://www.kamatrozario.com/,contact@kamatrozario.com,Architects in Bangalore,Customer
Sublime Architects,090191 31519,"RANKA PARKS, 5 - S2, near Richmond Road, Lal Bagh Road, Sampangi Rama Nagara, Bengaluru, Karnataka 560027, India",http://www.sublimearchitects.com/,"info@sublimearchitects.com, murali@sublimearchitects.com",Architects in Bangalore,Customer
RC Architecture,080 4937 8800,"16, Serpentine St, Richmond Town, Bengaluru, Karnataka 560025, India",http://www.rapidcorpindia.com/,info@rapidcorpindia.com,Architects in Bangalore,Customer
Thomas Associates..,080 4078 7000,"32, Kasturba Cross Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",http://thomassociates.com/,"products@thomassociates.com, enquiries@thomassociates.com, careers@thomassociates.com",Architects in Bangalore,Customer
Ashwin Architects,070265 24524,"Ashwin Architects, 23, Ratna Villas Road, Basavanagudi, Bengaluru, Karnataka 560004, India",http://www.ashwinarchitects.com/,info@ashwinarchitects.com,Architects in Bangalore,Customer
A.J. Architects,098451 57101,"3rd floor, signity tower, No. 3a/3, Nanjappa Rd, Shanti Nagar, Bengaluru, Karnataka 560027, India",http://www.ajarchitect.in/,,Architects in Bangalore,Customer
Tangram,088846 38969,"Ranka Park Apartment, 4-B4, Lal Bagh Main Rd, near Richmond Road, Block 5, Bengaluru, Karnataka 560027, India",https://www.tan-gram.com/,,Architects in Bangalore,Customer
DB ARCHITECTS PVT LTD,096060 92220,"No 400/2, Hoodi Circle, Whitefield main road, Hoodi, KEB Colony, Industrial Area, Mahadevapura, Bengaluru, Karnataka 560048, India",http://dbarchitects.in/,"info@dbarchitects.in,  info@dbarchitects.in, designs@dbarchitects.in",Architects in Bangalore,Customer
Morceau Architects,096633 42808,"Agarwal Bhavan, 18th Cross Rd, next to Vagus Super Speciality Hospital, Malleshwaram, Bengaluru, Karnataka 560055, India",https://www.instagram.com/morceau_architects/,,Architects in Bangalore,Customer
Hundredhands,080 2559 3606,"9/2, Madras Bank Road, Near-M G Road, St Marks Road, Private Rd, next to nexa showroom, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",http://hundredhands.com/,,Architects in Bangalore,Customer
CUBE Architects - Residential & Commercial Designers Bangalore.,080 2227 4666,"29, Langford Rd, Akkithimana Halli, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka 560027, India",http://cubearchitects.net/,,Architects in Bangalore,Customer
Sundaram Architects,080 2238 0701,"19, 3rd Floor, Kumarakrupa Rd, Madhava Nagar, Gandhi Nagar, Bengaluru, Karnataka 560001, India",https://www.sundaramarchitects.com/,,Architects in Bangalore,Customer
Fulcrum Studio,080 2222 7698,"67/1E, 2nd Floor, 4th Cross, Lavelle Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",http://fulcrumstudio.in/,,Architects in Bangalore,Customer
